,Moisture_Content,Tablet_Weight,Hardness,Friability,Disintegration_Time,Dissolution_Rate,Content_Uniformity,Time_Minutes,Temperature_C,Pressure_Bar,Humidity_Percent,Motor_Speed_RPM,Compression_Force_kN,Flow_Rate_LPM,Power_Consumption_kW,Vibration_mm_s,Compression_Load,Thermal_Energy,Mechanical_Energy,Speed_Flow
0,2.1000000000000014,205.06563365783597,43.403345998734366,1.4987551914253194,13.41027530217509,68.6004496738965,92.31200171862787,-16.510037924447417,53.610488719161545,1.0852266931839718,39.92378222105695,-97.84071078304298,-0.7256212618095135,6.10162541576155,2.555416058877176,-0.7979899457227742,-0.7874635624575194,-885.1112019015176,70.99530001473131,-596.9873676099902
1,2.0999999999999988,197.7329481741765,75.7750324902093,0.773015559744973,14.295472628010282,35.31700790552128,93.69270002010434,136.0549109915581,26.04908520593064,1.0448758405252554,23.213323780788265,65.05980898786127,10.448520040191635,-0.9058720284663966,12.82285330761405,10.865500993478257,10.91740615924021,3544.1059691044065,679.7787180207084,-58.93586113947019
2,2.1,208.04750570241268,38.73288389349416,1.6613465713365283,13.481165683231467,72.95516739147297,92.93009068769,-41.018417121043626,57.76762537279605,0.801365807533887,47.415793839036006,129.62605692035024,-5.3383265414099705,6.787179783053452,-2.6124939305607837,-4.129345032623325,-4.277952359736583,-2369.5365536335316,-691.9862201162252,879.7953528867372
3,2.1,202.54738352385013,73.27831923286028,1.0002862825083985,13.841320046159781,40.591516191441094,91.35684059705854,100.03533563312745,34.55179715787934,0.6814278869011343,36.36740956574667,165.5555757531411,8.054172925933315,2.0481837713493323,12.401410125210772,8.483883159430324,5.4883380376550654,3456.400625416199,1333.4132359682512,339.0882435139786
4,2.1000000000000014,202.06398339686953,62.71630517596555,1.3340155733942385,14.011245247575442,48.548385140264635,92.48460286503112,50.33378490678964,38.33810886158698,0.8363496052355921,47.022921256959606,294.39532451248687,2.362261141708164,0.6110963391814597,4.404705775893341,4.43284636856811,1.975676173331002,1929.702125172205,695.4386353964127,179.90390508171856
5,2.1000000000000023,203.25436128069072,55.495243541132915,1.239842113230858,14.780392119336298,53.63420442549532,93.23848105320903,130.54217341046223,36.05554476642127,0.86230497085908,31.87086759511054,345.7665122454152,-1.0864008011364683,0.8323304732466629,1.5175036228781895,1.6605572379719764,-0.9368088111652635,4706.769177306849,-375.64101590958154,287.79200477007447
6,2.1000000000000028,198.4478635419326,52.07334337734961,1.541153223199711,14.678543538843483,51.91985609607686,92.68660855745752,74.27337663022978,25.58710573832969,1.047723193783051,48.90471619730644,34.31377914146292,1.2537281559272535,-0.8458821563369956,2.2490513805512857,2.234561183795816,1.3135600676638368,1900.4407413804747,43.02015104592137,-29.025413492252078
7,2.100000000000004,202.7679329208637,55.06973839729569,1.3380222440208565,15.09176068789213,52.74707458663561,92.2838832956959,120.29396341595182,33.37020326558318,1.1164566643695055,42.38174844707409,245.7960022159182,-0.2996434718511636,0.9581755204246832,1.2369134198755825,1.930009225904686,-0.33453895108304793,4014.234010812939,-73.65116747111402,235.51571234154403
8,2.0999999999999983,201.3577026818472,55.19541282249148,1.1541829164525645,14.481686961537157,50.20628133576174,93.45561683043117,43.286331839880816,27.15887429714259,1.02486511366258,25.281038537532787,213.1217088279102,0.3437847795060693,0.4512680752739226,2.3131868024930453,2.4061654826567835,0.35233302712395265,1175.608045223724,73.26799967735981,96.1750233418604
9,2.1,203.78032217348573,57.23863041828551,1.4187936071668805,13.215919283380488,54.7518294834109,90.8476606770597,100.29981673069445,43.63387794076923,1.1948678902993266,48.14969249090945,217.40247336573404,0.8640922595766187,2.521239186575752,4.085444975004301,2.4561376786568054,1.0324760952242926,4376.469960708645,187.8557944481428,548.1236351081799
