Granulation_Time,Binder_Amount,Drying_Temp,Drying_Time,Compression_Force,Machine_Speed,Lubricant_Conc,Moisture_Content,Tablet_Weight,Hardness,Friability,Disintegration_Time,Dissolution_Rate,Content_Uniformity,Time_Minutes,Temperature_C,Pressure_Bar,Humidity_Percent,Motor_Speed_RPM,Compression_Force_kN,Flow_Rate_LPM,Power_Consumption_kW,Vibration_mm_s,Batch_ID
15.0,8.5,60.0,25.0,12.5,150.0,1.0,2.1000000000000014,199.8000006989982,94.99999991298019,0.6500000402861703,8.200000039703458,89.29999999133707,98.70000000087609,-16.510037924447417,53.610488719161545,1.0852266931839718,39.923782221056946,-97.84071078304298,-0.7256212618095135,6.10162541576155,10.47189222890721,0.05921042928838993,T001
15.0,8.5,60.0,25.0,12.5,150.0,1.0,2.0999999999999988,199.79999796750027,95.0000000607342,0.6499999259344399,8.200000080624491,89.3000001357683,98.70000000397415,136.0549109915581,26.049085205930638,1.0448758405252554,23.213323780788265,65.05980898786127,10.448520040191635,-0.9058720284663966,32.223544729457835,6.097213242573924,T001
15.0,8.5,60.0,25.0,12.5,150.0,1.0,2.0999999999999996,199.799998480368,95.00000001836877,0.6500000171261692,8.20000001959787,89.29999993869008,98.70000000673554,-41.018417121043626,57.76762537279605,0.801365807533887,47.415793839036006,129.62605692035024,-5.3383265414099705,6.787179783053452,1.168482175612084,0.42187117452024747,T001
15.0,8.5,60.0,25.0,12.5,150.0,1.0,2.1,199.79999858914954,94.99999997956638,0.6500001662692539,8.199999879148589,89.29999983882429,98.70000000486391,100.03533563312743,34.55179715787934,0.6814278869011343,36.36740956574667,165.5555757531411,8.054172925933315,2.0481837713493323,34.46314813388888,5.190429161744626,T001
15.0,8.5,60.0,25.0,12.5,150.0,1.0,2.1000000000000014,199.79999951829058,95.00000004619358,0.6499999348427283,8.200000008145226,89.30000003184223,98.70000000300043,50.33378490678964,38.33810886158698,0.8363496052355921,47.022921256959606,294.39532451248687,2.3622611417081636,0.6110963391814597,18.483115678699832,3.2818038851345577,T001
15.0,8.5,60.0,25.0,12.5,150.0,1.0,2.1000000000000023,199.800002805637,95.00000000184694,0.6500001692614037,8.20000000055745,89.30000009072752,98.69999999573116,130.54217341046225,36.05554476642127,0.86230497085908,31.87086759511054,345.76651224541513,-1.0864008011364685,0.8323304732466629,22.599713454095003,3.935828445044425,T001
15.0,8.5,60.0,25.0,12.5,150.0,1.0,2.1000000000000028,199.80000135484505,94.99999995636227,0.6499999297952314,8.200000021649457,89.30000004543791,98.69999999919592,74.27337663022978,25.58710573832969,1.0477231937830507,48.90471619730644,34.313779141462916,1.2537281559272537,-0.8458821563369956,14.163809432947017,0.8222428607835903,T001
15.0,8.5,60.0,25.0,12.5,150.0,1.0,2.100000000000004,199.79999938674396,95.00000007660596,0.6499998557994257,8.199999970477423,89.29999999182573,98.69999999732178,120.29396341595182,33.37020326558318,1.1164566643695055,42.38174844707409,245.7960022159182,-0.2996434718511636,0.9581755204246833,9.966286772003365,2.0616598989452877,T001
15.0,8.5,60.0,25.0,12.5,150.0,1.0,2.0999999999999983,199.80000136488647,94.99999989680089,0.6500000658186686,8.199999984336547,89.29999998441009,98.69999999838946,43.286331839880816,27.15887429714259,1.02486511366258,25.281038537532787,213.1217088279102,0.34378477950606934,0.45126807527392265,17.666059067680763,3.7306573027624634,T001
15.0,8.5,60.0,25.0,12.5,150.0,1.0,2.1,199.79999962285484,95.00000017848427,0.649999769646667,8.19999996654864,89.29999997776508,98.70000001075601,100.29981673069443,43.63387794076923,1.1948678902993266,48.14969249090945,217.40247336573404,0.8640922595766187,2.521239186575752,21.321992317398372,4.540078707349515,T001
